Date,Price,Open,High,Low,Vol.,Change %
Mar 27 2013,7789.09,7905.96,7916.76,7750.38,146.70M,-1.15%
Mar 28 2013,7795.31,7791.14,7842.58,7778.02,128.18M,0.08%
Apr 02 2013,7943.87,7806.12,7949.20,7805.92,116.77M,1.91%
Apr 03 2013,7874.75,7926.88,7953.15,7869.81,103.69M,-0.87%
Apr 04 2013,7817.39,7902.86,7927.93,7803.89,145.00M,-0.73%
Apr 05 2013,7658.75,7820.69,7825.28,7632.42,144.76M,-2.03%
Apr 08 2013,7662.64,7669.04,7698.47,7645.56,85.36M,0.05%
Apr 09 2013,7637.51,7704.35,7723.20,7608.04,120.78M,-0.33%
Apr 10 2013,7810.63,7664.16,7822.12,7660.20,158.66M,2.27%
Apr 11 2013,7871.63,7799.31,7885.45,7786.75,126.50M,0.78%
Apr 12 2013,7744.77,7831.87,7838.53,7726.13,121.69M,-1.61%
Apr 15 2013,7712.63,7740.54,7773.11,7651.58,118.15M,-0.41%
Apr 16 2013,7682.58,7680.78,7739.66,7639.43,139.71M,-0.39%
Apr 17 2013,7503.03,7719.56,7722.46,7473.07,161.07M,-2.34%
Apr 18 2013,7473.73,7519.67,7556.55,7436.78,140.26M,-0.39%
Apr 19 2013,7459.96,7490.11,7531.09,7418.36,178.32M,-0.18%
Apr 22 2013,7478.11,7516.06,7538.22,7437.52,153.70M,0.24%
Apr 23 2013,7658.21,7477.03,7664.22,7442.36,184.06M,2.41%
Apr 24 2013,7759.03,7656.76,7767.36,7656.22,117.92M,1.32%
Apr 25 2013,7832.86,7766.61,7838.31,7741.98,92.93M,0.95%
Apr 26 2013,7814.76,7835.59,7840.47,7767.61,94.49M,-0.23%
Apr 29 2013,7873.50,7834.02,7873.50,7823.24,79.20M,0.75%
Apr 30 2013,7913.71,7928.42,7965.90,7893.08,119.77M,0.51%
May 02 2013,7961.71,7905.35,8005.83,7896.99,142.87M,0.61%
May 03 2013,8122.29,7972.28,8130.16,7957.36,134.55M,2.02%
May 06 2013,8112.08,8119.22,8148.14,8103.27,66.15M,-0.13%
